Source,Target,Weight,Type
-29.0_-103.0,-28.0_-104.0,155.56,Directed
33.0_-122.0,32.0_-123.0,155.56,Directed
33.0_-122.0,32.0_-122.0,110.00,Directed
33.0_-122.0,32.0_-121.0,155.56,Directed
33.0_-122.0,33.0_-123.0,110.00,Directed
33.0_-122.0,33.0_-121.0,110.00,Directed
33.0_-122.0,34.0_-123.0,155.56,Directed
33.0_-122.0,34.0_-122.0,110.00,Directed
33.0_-122.0,34.0_-121.0,155.56,Directed
25.0_131.0,25.0_130.0,110.00,Directed
25.0_131.0,25.0_132.0,110.00,Directed
-26.0_-124.0,-26.0_-123.0,110.00,Directed
-26.0_-124.0,-25.0_-125.0,155.56,Directed
-26.0_-124.0,-25.0_-124.0,110.00,Directed
26.0_-69.0,25.0_-70.0,155.56,Directed
26.0_-69.0,25.0_-69.0,110.00,Directed
26.0_-69.0,26.0_-70.0,110.00,Directed
26.0_-69.0,26.0_-68.0,110.00,Directed
26.0_-69.0,27.0_-70.0,155.56,Directed
26.0_-69.0,27.0_-69.0,110.00,Directed
26.0_-69.0,27.0_-68.0,155.56,Directed
40.0_-155.0,39.0_-154.0,155.56,Directed
40.0_-155.0,41.0_-156.0,155.56,Directed
40.0_-155.0,41.0_-155.0,110.00,Directed
-10.0_-5.0,-11.0_-4.0,155.56,Directed
22.0_-130.0,21.0_-130.0,110.00,Directed
22.0_-130.0,22.0_-129.0,110.00,Directed
22.0_-130.0,23.0_-131.0,155.56,Directed
22.0_-130.0,23.0_-130.0,110.00,Directed
22.0_-130.0,23.0_-129.0,155.56,Directed
49.0_-14.0,48.0_-13.0,155.56,Directed
49.0_-14.0,49.0_-15.0,110.00,Directed
49.0_-14.0,49.0_-13.0,110.00,Directed
49.0_-14.0,50.0_-15.0,155.56,Directed
49.0_-14.0,50.0_-13.0,155.56,Directed
34.0_139.0,33.0_138.0,155.56,Directed
34.0_139.0,33.0_139.0,110.00,Directed
34.0_139.0,33.0_140.0,155.56,Directed
34.0_139.0,34.0_138.0,110.00,Directed
34.0_139.0,34.0_140.0,110.00,Directed
34.0_139.0,35.0_138.0,155.56,Directed
34.0_139.0,35.0_139.0,110.00,Directed
34.0_139.0,35.0_140.0,155.56,Directed
-14.0_93.0,-14.0_92.0,110.00,Directed
-14.0_93.0,-13.0_92.0,155.56,Directed
43.0_-8.0,43.0_-9.0,110.00,Directed
43.0_-8.0,43.0_-7.0,110.00,Directed
43.0_-8.0,44.0_-8.0,110.00,Directed
-13.0_-148.0,-14.0_-149.0,155.56,Directed
-13.0_-148.0,-14.0_-147.0,155.56,Directed
-13.0_-148.0,-13.0_-147.0,110.00,Directed
-13.0_-148.0,-12.0_-149.0,155.56,Directed
-13.0_-148.0,-12.0_-148.0,110.00,Directed
-13.0_-148.0,-12.0_-147.0,155.56,Directed
25.0_-165.0,24.0_-166.0,155.56,Directed
25.0_-165.0,26.0_-166.0,155.56,Directed
46.0_-53.0,45.0_-52.0,155.56,Directed
16.0_-75.0,15.0_-76.0,155.56,Directed
16.0_-75.0,15.0_-75.0,110.00,Directed
16.0_-75.0,15.0_-74.0,155.56,Directed
16.0_-75.0,16.0_-76.0,110.00,Directed
16.0_-75.0,16.0_-74.0,110.00,Directed
16.0_-75.0,17.0_-76.0,155.56,Directed
16.0_-75.0,17.0_-75.0,110.00,Directed
16.0_-75.0,17.0_-74.0,155.56,Directed
48.0_-7.0,47.0_-8.0,155.56,Directed
48.0_-7.0,47.0_-7.0,110.00,Directed
48.0_-7.0,47.0_-6.0,155.56,Directed
48.0_-7.0,48.0_-8.0,110.00,Directed
48.0_-7.0,48.0_-6.0,110.00,Directed
48.0_-7.0,49.0_-8.0,155.56,Directed
48.0_-7.0,49.0_-7.0,110.00,Directed
48.0_-7.0,49.0_-6.0,155.56,Directed
47.0_-4.0,46.0_-5.0,155.56,Directed
47.0_-4.0,46.0_-4.0,110.00,Directed
47.0_-4.0,46.0_-3.0,155.56,Directed
47.0_-4.0,47.0_-5.0,110.00,Directed
47.0_-4.0,47.0_-3.0,110.00,Directed
47.0_-4.0,48.0_-5.0,155.56,Directed
47.0_-4.0,48.0_-3.0,155.56,Directed
2.0_142.0,2.0_141.0,110.00,Directed
2.0_142.0,3.0_142.0,110.00,Directed
22.0_-107.0,21.0_-108.0,155.56,Directed
22.0_-107.0,21.0_-107.0,110.00,Directed
22.0_-107.0,21.0_-106.0,155.56,Directed
22.0_-107.0,22.0_-108.0,110.00,Directed
22.0_-107.0,23.0_-108.0,155.56,Directed
31.0_-80.0,30.0_-81.0,155.56,Directed
31.0_-80.0,30.0_-80.0,110.00,Directed
31.0_-80.0,30.0_-79.0,155.56,Directed
31.0_-80.0,31.0_-79.0,110.00,Directed
31.0_-80.0,32.0_-79.0,155.56,Directed
-27.0_-13.0,-28.0_-14.0,155.56,Directed
-27.0_-13.0,-27.0_-12.0,110.00,Directed
1.0_-157.0,0.0_-158.0,155.56,Directed
1.0_-157.0,0.0_-157.0,110.00,Directed
1.0_-157.0,1.0_-158.0,110.00,Directed
1.0_-157.0,2.0_-158.0,155.56,Directed
1.0_-157.0,2.0_-157.0,110.00,Directed
1.0_-157.0,2.0_-156.0,155.56,Directed
18.0_-86.0,17.0_-87.0,155.56,Directed
18.0_-86.0,17.0_-86.0,110.00,Directed
18.0_-86.0,17.0_-85.0,155.56,Directed
18.0_-86.0,18.0_-85.0,110.00,Directed
18.0_-86.0,19.0_-85.0,155.56,Directed
-35.0_5.0,-35.0_4.0,110.00,Directed
-35.0_5.0,-35.0_6.0,110.00,Directed
42.0_-129.0,42.0_-130.0,110.00,Directed
42.0_-129.0,42.0_-128.0,110.00,Directed
42.0_-129.0,43.0_-130.0,155.56,Directed
15.0_-62.0,14.0_-63.0,155.56,Directed
15.0_-62.0,14.0_-62.0,110.00,Directed
15.0_-62.0,14.0_-61.0,155.56,Directed
15.0_-62.0,15.0_-63.0,110.00,Directed
15.0_-62.0,15.0_-61.0,110.00,Directed
15.0_-62.0,16.0_-63.0,155.56,Directed
15.0_-62.0,16.0_-62.0,110.00,Directed
15.0_-62.0,16.0_-61.0,155.56,Directed
30.0_-161.0,29.0_-161.0,110.00,Directed
30.0_-161.0,29.0_-160.0,155.56,Directed
30.0_-161.0,30.0_-162.0,110.00,Directed
30.0_-161.0,31.0_-162.0,155.56,Directed
30.0_-161.0,31.0_-161.0,110.00,Directed
30.0_-161.0,31.0_-160.0,155.56,Directed
-6.0_-134.0,-7.0_-135.0,155.56,Directed
-6.0_-134.0,-6.0_-135.0,110.00,Directed
-6.0_-134.0,-5.0_-135.0,155.56,Directed
-6.0_-134.0,-5.0_-134.0,110.00,Directed
-6.0_-134.0,-5.0_-133.0,155.56,Directed
29.0_122.0,30.0_122.0,110.00,Directed
29.0_122.0,30.0_123.0,155.56,Directed
34.0_130.0,33.0_129.0,155.56,Directed
34.0_130.0,33.0_130.0,110.00,Directed
34.0_130.0,33.0_131.0,155.56,Directed
34.0_130.0,34.0_129.0,110.00,Directed
34.0_130.0,34.0_131.0,110.00,Directed
34.0_130.0,35.0_130.0,110.00,Directed
34.0_130.0,35.0_131.0,155.56,Directed
41.0_-148.0,40.0_-149.0,155.56,Directed
41.0_-148.0,40.0_-147.0,155.56,Directed
41.0_-148.0,41.0_-149.0,110.00,Directed
41.0_-148.0,41.0_-147.0,110.00,Directed
26.0_-60.0,25.0_-61.0,155.56,Directed
26.0_-60.0,25.0_-60.0,110.00,Directed
26.0_-60.0,25.0_-59.0,155.56,Directed
26.0_-60.0,26.0_-61.0,110.00,Directed
26.0_-60.0,26.0_-59.0,110.00,Directed
26.0_-60.0,27.0_-61.0,155.56,Directed
26.0_-60.0,27.0_-60.0,110.00,Directed
26.0_-60.0,27.0_-59.0,155.56,Directed
38.0_-149.0,37.0_-150.0,155.56,Directed
38.0_-149.0,37.0_-149.0,110.00,Directed
38.0_-149.0,38.0_-150.0,110.00,Directed
38.0_-149.0,38.0_-148.0,110.00,Directed
38.0_-149.0,39.0_-150.0,155.56,Directed
38.0_-149.0,39.0_-148.0,155.56,Directed
-12.0_-155.0,-13.0_-155.0,110.00,Directed
-12.0_-155.0,-13.0_-154.0,155.56,Directed
-12.0_-155.0,-11.0_-156.0,155.56,Directed
41.0_144.0,40.0_143.0,155.56,Directed
41.0_144.0,40.0_144.0,110.00,Directed
41.0_144.0,40.0_145.0,155.56,Directed
41.0_144.0,41.0_143.0,110.00,Directed
41.0_144.0,42.0_143.0,155.56,Directed
41.0_144.0,42.0_144.0,110.00,Directed
41.0_144.0,42.0_145.0,155.56,Directed
59.0_-9.0,58.0_-10.0,155.56,Directed
59.0_-9.0,58.0_-9.0,110.00,Directed
59.0_-9.0,58.0_-8.0,155.56,Directed
59.0_-9.0,59.0_-10.0,110.00,Directed
59.0_-9.0,59.0_-8.0,110.00,Directed
7.0_-139.0,6.0_-138.0,155.56,Directed
7.0_-139.0,8.0_-139.0,110.00,Directed
6.0_-145.0,5.0_-145.0,110.00,Directed
6.0_-145.0,6.0_-146.0,110.00,Directed
6.0_-145.0,6.0_-144.0,110.00,Directed
6.0_-145.0,7.0_-146.0,155.56,Directed
6.0_-145.0,7.0_-145.0,110.00,Directed
35.0_-68.0,34.0_-68.0,110.00,Directed
35.0_-68.0,34.0_-67.0,155.56,Directed
35.0_-68.0,35.0_-69.0,110.00,Directed
35.0_-68.0,35.0_-67.0,110.00,Directed
35.0_-68.0,36.0_-69.0,155.56,Directed
35.0_-68.0,36.0_-68.0,110.00,Directed
35.0_-68.0,36.0_-67.0,155.56,Directed
20.0_-159.0,19.0_-160.0,155.56,Directed
20.0_-159.0,19.0_-159.0,110.00,Directed
20.0_-159.0,19.0_-158.0,155.56,Directed
20.0_-159.0,20.0_-158.0,110.00,Directed
20.0_-159.0,21.0_-159.0,110.00,Directed
20.0_-159.0,21.0_-158.0,155.56,Directed
26.0_-115.0,25.0_-115.0,110.00,Directed
26.0_-115.0,25.0_-114.0,155.56,Directed
26.0_-115.0,26.0_-116.0,110.00,Directed
26.0_-115.0,27.0_-116.0,155.56,Directed
26.0_-115.0,27.0_-115.0,110.00,Directed
24.0_-166.0,23.0_-166.0,110.00,Directed
24.0_-166.0,23.0_-165.0,155.56,Directed
24.0_-166.0,25.0_-165.0,155.56,Directed
12.0_-145.0,12.0_-144.0,110.00,Directed
12.0_-145.0,13.0_-146.0,155.56,Directed
1.0_-144.0,0.0_-144.0,110.00,Directed
1.0_-144.0,0.0_-143.0,155.56,Directed
1.0_-144.0,1.0_-145.0,110.00,Directed
1.0_-144.0,1.0_-143.0,110.00,Directed
1.0_-144.0,2.0_-144.0,110.00,Directed
1.0_-144.0,2.0_-143.0,155.56,Directed
-34.0_-14.0,-35.0_-15.0,155.56,Directed
-34.0_-14.0,-34.0_-13.0,110.00,Directed
22.0_-63.0,21.0_-64.0,155.56,Directed
22.0_-63.0,21.0_-62.0,155.56,Directed
22.0_-63.0,22.0_-64.0,110.00,Directed
22.0_-63.0,22.0_-62.0,110.00,Directed
22.0_-63.0,23.0_-62.0,155.56,Directed
41.0_5.0,40.0_5.0,110.00,Directed
41.0_5.0,42.0_4.0,155.56,Directed
41.0_5.0,42.0_5.0,110.00,Directed
41.0_5.0,42.0_6.0,155.56,Directed
42.0_19.0,41.0_18.0,155.56,Directed
42.0_19.0,41.0_19.0,110.00,Directed
42.0_19.0,42.0_18.0,110.00,Directed
32.0_-123.0,31.0_-124.0,155.56,Directed
32.0_-123.0,31.0_-123.0,110.00,Directed
32.0_-123.0,31.0_-122.0,155.56,Directed
32.0_-123.0,32.0_-124.0,110.00,Directed
32.0_-123.0,32.0_-122.0,110.00,Directed
32.0_-123.0,33.0_-124.0,155.56,Directed
32.0_-123.0,33.0_-123.0,110.00,Directed
32.0_-123.0,33.0_-122.0,155.56,Directed
29.0_-154.0,28.0_-154.0,110.00,Directed
29.0_-154.0,30.0_-155.0,155.56,Directed
29.0_-154.0,30.0_-154.0,110.00,Directed
29.0_-154.0,30.0_-153.0,155.56,Directed
-1.0_-133.0,-2.0_-133.0,110.00,Directed
-1.0_-133.0,-2.0_-132.0,155.56,Directed
-1.0_-133.0,0.0_-132.0,155.56,Directed
13.0_-59.0,12.0_-60.0,155.56,Directed
13.0_-59.0,12.0_-58.0,155.56,Directed
13.0_-59.0,13.0_-60.0,110.00,Directed
13.0_-59.0,14.0_-60.0,155.56,Directed
13.0_-59.0,14.0_-59.0,110.00,Directed
39.0_-64.0,38.0_-65.0,155.56,Directed
39.0_-64.0,38.0_-64.0,110.00,Directed
39.0_-64.0,38.0_-63.0,155.56,Directed
39.0_-64.0,39.0_-65.0,110.00,Directed
39.0_-64.0,39.0_-63.0,110.00,Directed
39.0_-64.0,40.0_-65.0,155.56,Directed
39.0_-64.0,40.0_-64.0,110.00,Directed
39.0_-64.0,40.0_-63.0,155.56,Directed
50.0_-12.0,49.0_-13.0,155.56,Directed
50.0_-12.0,49.0_-12.0,110.00,Directed
50.0_-12.0,49.0_-11.0,155.56,Directed
50.0_-12.0,50.0_-13.0,110.00,Directed
50.0_-12.0,50.0_-11.0,110.00,Directed
50.0_-12.0,51.0_-13.0,155.56,Directed
50.0_-12.0,51.0_-12.0,110.00,Directed
50.0_-12.0,51.0_-11.0,155.56,Directed
11.0_-120.0,10.0_-119.0,155.56,Directed
11.0_-120.0,11.0_-121.0,110.00,Directed
11.0_-120.0,11.0_-119.0,110.00,Directed
11.0_-120.0,12.0_-121.0,155.56,Directed
11.0_-120.0,12.0_-119.0,155.56,Directed
42.0_130.0,42.0_131.0,110.00,Directed
42.0_130.0,43.0_131.0,155.56,Directed
25.0_-56.0,24.0_-57.0,155.56,Directed
25.0_-56.0,25.0_-57.0,110.00,Directed
25.0_-56.0,26.0_-57.0,155.56,Directed
25.0_-56.0,26.0_-56.0,110.00,Directed
53.0_-10.0,52.0_-11.0,155.56,Directed
53.0_-10.0,52.0_-10.0,110.00,Directed
53.0_-10.0,53.0_-11.0,110.00,Directed
53.0_-10.0,54.0_-11.0,155.56,Directed
53.0_-10.0,54.0_-10.0,110.00,Directed
53.0_-10.0,54.0_-9.0,155.56,Directed
30.0_-64.0,29.0_-65.0,155.56,Directed
30.0_-64.0,29.0_-64.0,110.00,Directed
30.0_-64.0,29.0_-63.0,155.56,Directed
30.0_-64.0,30.0_-65.0,110.00,Directed
30.0_-64.0,30.0_-63.0,110.00,Directed
30.0_-64.0,31.0_-65.0,155.56,Directed
30.0_-64.0,31.0_-64.0,110.00,Directed
30.0_-64.0,31.0_-63.0,155.56,Directed
29.0_-123.0,28.0_-124.0,155.56,Directed
29.0_-123.0,28.0_-123.0,110.00,Directed
29.0_-123.0,29.0_-124.0,110.00,Directed
29.0_-123.0,29.0_-122.0,110.00,Directed
29.0_-123.0,30.0_-124.0,155.56,Directed
29.0_-123.0,30.0_-123.0,110.00,Directed
29.0_-123.0,30.0_-122.0,155.56,Directed
29.0_-40.0,28.0_-39.0,155.56,Directed
29.0_-40.0,30.0_-40.0,110.00,Directed
-35.0_33.0,-35.0_32.0,110.00,Directed
34.0_-60.0,33.0_-61.0,155.56,Directed
34.0_-60.0,33.0_-60.0,110.00,Directed
34.0_-60.0,33.0_-59.0,155.56,Directed
34.0_-60.0,34.0_-61.0,110.00,Directed
34.0_-60.0,34.0_-59.0,110.00,Directed
34.0_-60.0,35.0_-61.0,155.56,Directed
34.0_-60.0,35.0_-60.0,110.00,Directed
34.0_-60.0,35.0_-59.0,155.56,Directed
23.0_-154.0,22.0_-155.0,155.56,Directed
23.0_-154.0,23.0_-153.0,110.00,Directed
23.0_-154.0,24.0_-155.0,155.56,Directed
38.0_-123.0,37.0_-124.0,155.56,Directed
38.0_-123.0,37.0_-123.0,110.00,Directed
38.0_-123.0,38.0_-124.0,110.00,Directed
37.0_23.0,36.0_22.0,155.56,Directed
37.0_23.0,36.0_23.0,110.00,Directed
37.0_23.0,37.0_24.0,110.00,Directed
37.0_23.0,38.0_23.0,110.00,Directed
36.0_20.0,36.0_21.0,110.00,Directed
38.0_6.0,38.0_5.0,110.00,Directed
38.0_6.0,38.0_7.0,110.00,Directed
38.0_6.0,39.0_5.0,155.56,Directed
38.0_6.0,39.0_6.0,110.00,Directed
38.0_6.0,39.0_7.0,155.56,Directed
19.0_155.0,19.0_156.0,110.00,Directed
19.0_155.0,20.0_155.0,110.00,Directed
-1.0_-146.0,-2.0_-145.0,155.56,Directed
43.0_-68.0,42.0_-69.0,155.56,Directed
43.0_-68.0,42.0_-68.0,110.00,Directed
43.0_-68.0,42.0_-67.0,155.56,Directed
43.0_-68.0,43.0_-69.0,110.00,Directed
43.0_-68.0,43.0_-67.0,110.00,Directed
43.0_-68.0,44.0_-69.0,155.56,Directed
43.0_-68.0,44.0_-68.0,110.00,Directed
43.0_-68.0,44.0_-67.0,155.56,Directed
14.0_-76.0,13.0_-76.0,110.00,Directed
14.0_-76.0,15.0_-77.0,155.56,Directed
14.0_-76.0,15.0_-76.0,110.00,Directed
14.0_-76.0,15.0_-75.0,155.56,Directed
50.0_-7.0,49.0_-8.0,155.56,Directed
50.0_-7.0,49.0_-7.0,110.00,Directed
50.0_-7.0,49.0_-6.0,155.56,Directed
50.0_-7.0,50.0_-8.0,110.00,Directed
50.0_-7.0,51.0_-8.0,155.56,Directed
50.0_-7.0,51.0_-7.0,110.00,Directed
73.0_73.0,73.0_72.0,110.00,Directed
-2.0_-157.0,-3.0_-158.0,155.56,Directed
-2.0_-157.0,-3.0_-156.0,155.56,Directed
-2.0_-157.0,-2.0_-158.0,110.00,Directed
-2.0_-157.0,-1.0_-158.0,155.56,Directed
-2.0_-157.0,-1.0_-157.0,110.00,Directed
39.0_147.0,38.0_146.0,155.56,Directed
39.0_147.0,39.0_146.0,110.00,Directed
39.0_147.0,40.0_146.0,155.56,Directed
39.0_147.0,40.0_148.0,155.56,Directed
37.0_-124.0,36.0_-125.0,155.56,Directed
37.0_-124.0,36.0_-124.0,110.00,Directed
37.0_-124.0,36.0_-123.0,155.56,Directed
37.0_-124.0,37.0_-123.0,110.00,Directed
37.0_-124.0,38.0_-125.0,155.56,Directed
37.0_-124.0,38.0_-124.0,110.00,Directed
37.0_-124.0,38.0_-123.0,155.56,Directed
15.0_-75.0,14.0_-76.0,155.56,Directed
15.0_-75.0,14.0_-74.0,155.56,Directed
15.0_-75.0,15.0_-76.0,110.00,Directed
15.0_-75.0,15.0_-74.0,110.00,Directed
15.0_-75.0,16.0_-76.0,155.56,Directed
15.0_-75.0,16.0_-75.0,110.00,Directed
15.0_-75.0,16.0_-74.0,155.56,Directed
38.0_13.0,37.0_12.0,155.56,Directed
38.0_13.0,37.0_13.0,110.00,Directed
38.0_13.0,38.0_12.0,110.00,Directed
38.0_13.0,38.0_14.0,110.00,Directed
38.0_13.0,39.0_12.0,155.56,Directed
19.0_-108.0,18.0_-109.0,155.56,Directed
19.0_-108.0,18.0_-108.0,110.00,Directed
19.0_-108.0,19.0_-109.0,110.00,Directed
19.0_-108.0,19.0_-107.0,110.00,Directed
19.0_-108.0,20.0_-109.0,155.56,Directed
19.0_-108.0,20.0_-108.0,110.00,Directed
19.0_-108.0,20.0_-107.0,155.56,Directed
-1.0_-159.0,-2.0_-159.0,110.00,Directed
-1.0_-159.0,-2.0_-158.0,155.56,Directed
-1.0_-159.0,-1.0_-160.0,110.00,Directed
-1.0_-159.0,-1.0_-158.0,110.00,Directed
-1.0_-159.0,0.0_-160.0,155.56,Directed
-1.0_-159.0,0.0_-159.0,110.00,Directed
-1.0_-159.0,0.0_-158.0,155.56,Directed
12.0_-158.0,11.0_-159.0,155.56,Directed
12.0_-158.0,11.0_-158.0,110.00,Directed
12.0_-158.0,12.0_-159.0,110.00,Directed
12.0_-158.0,12.0_-157.0,110.00,Directed
12.0_-158.0,13.0_-159.0,155.56,Directed
12.0_-158.0,13.0_-158.0,110.00,Directed
12.0_-158.0,13.0_-157.0,155.56,Directed
74.0_76.0,73.0_77.0,155.56,Directed
8.0_-93.0,8.0_-94.0,110.00,Directed
8.0_-93.0,9.0_-93.0,110.00,Directed
-35.0_-44.0,-35.0_-43.0,110.00,Directed
28.0_-67.0,27.0_-68.0,155.56,Directed
28.0_-67.0,27.0_-67.0,110.00,Directed
28.0_-67.0,27.0_-66.0,155.56,Directed
28.0_-67.0,28.0_-68.0,110.00,Directed
28.0_-67.0,28.0_-66.0,110.00,Directed
28.0_-67.0,29.0_-68.0,155.56,Directed
28.0_-67.0,29.0_-67.0,110.00,Directed
28.0_-67.0,29.0_-66.0,155.56,Directed
75.0_127.0,75.0_126.0,110.00,Directed
75.0_127.0,76.0_126.0,155.56,Directed
75.0_127.0,76.0_127.0,110.00,Directed
36.0_137.0,35.0_138.0,155.56,Directed
36.0_137.0,36.0_136.0,110.00,Directed
36.0_137.0,37.0_136.0,155.56,Directed
36.0_137.0,37.0_137.0,110.00,Directed
36.0_137.0,37.0_138.0,155.56,Directed
-33.0_-4.0,-34.0_-3.0,155.56,Directed
-33.0_-4.0,-33.0_-5.0,110.00,Directed
11.0_-66.0,10.0_-67.0,155.56,Directed
11.0_-66.0,10.0_-66.0,110.00,Directed
11.0_-66.0,10.0_-65.0,155.56,Directed
11.0_-66.0,11.0_-67.0,110.00,Directed
11.0_-66.0,11.0_-65.0,110.00,Directed
11.0_-66.0,12.0_-67.0,155.56,Directed
11.0_-66.0,12.0_-66.0,110.00,Directed
11.0_-66.0,12.0_-65.0,155.56,Directed
-2.0_-144.0,-3.0_-144.0,110.00,Directed
-2.0_-144.0,-3.0_-143.0,155.56,Directed
-2.0_-144.0,-2.0_-145.0,110.00,Directed
-2.0_-144.0,-2.0_-143.0,110.00,Directed
-2.0_-144.0,-1.0_-144.0,110.00,Directed
-2.0_-144.0,-1.0_-143.0,155.56,Directed
22.0_-160.0,21.0_-161.0,155.56,Directed
22.0_-160.0,21.0_-159.0,155.56,Directed
22.0_-160.0,22.0_-161.0,110.00,Directed
22.0_-160.0,22.0_-159.0,110.00,Directed
22.0_-160.0,23.0_-161.0,155.56,Directed
22.0_-160.0,23.0_-159.0,155.56,Directed
20.0_-70.0,19.0_-71.0,155.56,Directed
20.0_-70.0,19.0_-70.0,110.00,Directed
20.0_-70.0,19.0_-69.0,155.56,Directed
20.0_-70.0,20.0_-71.0,110.00,Directed
20.0_-70.0,20.0_-69.0,110.00,Directed
20.0_-70.0,21.0_-71.0,155.56,Directed
20.0_-70.0,21.0_-70.0,110.00,Directed
20.0_-70.0,21.0_-69.0,155.56,Directed
32.0_-167.0,31.0_-168.0,155.56,Directed
32.0_-167.0,32.0_-168.0,110.00,Directed
32.0_-167.0,32.0_-166.0,110.00,Directed
32.0_-167.0,33.0_-168.0,155.56,Directed
31.0_-58.0,30.0_-59.0,155.56,Directed
31.0_-58.0,30.0_-58.0,110.00,Directed
31.0_-58.0,30.0_-57.0,155.56,Directed
31.0_-58.0,31.0_-57.0,110.00,Directed
31.0_-58.0,32.0_-59.0,155.56,Directed
31.0_-58.0,32.0_-58.0,110.00,Directed
10.0_-117.0,9.0_-117.0,110.00,Directed
10.0_-117.0,9.0_-116.0,155.56,Directed
10.0_-117.0,10.0_-116.0,110.00,Directed
10.0_-117.0,11.0_-118.0,155.56,Directed
19.0_-161.0,18.0_-160.0,155.56,Directed
19.0_-161.0,19.0_-162.0,110.00,Directed
19.0_-161.0,19.0_-160.0,110.00,Directed
34.0_18.0,35.0_18.0,110.00,Directed
21.0_-157.0,20.0_-158.0,155.56,Directed
21.0_-157.0,20.0_-157.0,110.00,Directed
21.0_-157.0,20.0_-156.0,155.56,Directed
21.0_-157.0,21.0_-158.0,110.00,Directed
21.0_-157.0,21.0_-156.0,110.00,Directed
21.0_-157.0,22.0_-158.0,155.56,Directed
21.0_-157.0,22.0_-156.0,155.56,Directed
56.0_-8.0,55.0_-9.0,155.56,Directed
56.0_-8.0,55.0_-8.0,110.00,Directed
56.0_-8.0,55.0_-7.0,155.56,Directed
56.0_-8.0,56.0_-9.0,110.00,Directed
56.0_-8.0,56.0_-7.0,110.00,Directed
56.0_-8.0,57.0_-9.0,155.56,Directed
56.0_-8.0,57.0_-8.0,110.00,Directed
56.0_-8.0,57.0_-7.0,155.56,Directed
19.0_-85.0,18.0_-86.0,155.56,Directed
19.0_-85.0,18.0_-85.0,110.00,Directed
19.0_-85.0,18.0_-84.0,155.56,Directed
19.0_-85.0,20.0_-86.0,155.56,Directed
19.0_-85.0,20.0_-84.0,155.56,Directed
48.0_-129.0,48.0_-130.0,110.00,Directed
48.0_-129.0,49.0_-129.0,110.00,Directed
48.0_-129.0,49.0_-128.0,155.56,Directed
40.0_9.0,39.0_8.0,155.56,Directed
40.0_9.0,39.0_9.0,110.00,Directed
40.0_9.0,40.0_8.0,110.00,Directed
40.0_9.0,41.0_8.0,155.56,Directed
40.0_9.0,41.0_9.0,110.00,Directed
31.0_-168.0,31.0_-169.0,110.00,Directed
31.0_-168.0,32.0_-168.0,110.00,Directed
31.0_-168.0,32.0_-167.0,155.56,Directed
43.0_5.0,42.0_4.0,155.56,Directed
43.0_5.0,42.0_5.0,110.00,Directed
43.0_5.0,42.0_6.0,155.56,Directed
43.0_5.0,43.0_4.0,110.00,Directed
43.0_5.0,43.0_6.0,110.00,Directed
14.0_-63.0,13.0_-64.0,155.56,Directed
14.0_-63.0,13.0_-63.0,110.00,Directed
14.0_-63.0,13.0_-62.0,155.56,Directed
14.0_-63.0,14.0_-64.0,110.00,Directed
14.0_-63.0,14.0_-62.0,110.00,Directed
14.0_-63.0,15.0_-64.0,155.56,Directed
14.0_-63.0,15.0_-63.0,110.00,Directed
14.0_-63.0,15.0_-62.0,155.56,Directed
35.0_-180.0,34.0_-180.0,110.00,Directed
35.0_-180.0,36.0_-180.0,110.00,Directed
51.0_-129.0,50.0_-129.0,110.00,Directed
51.0_-129.0,51.0_-130.0,110.00,Directed
1.0_-126.0,0.0_-126.0,110.00,Directed
1.0_-126.0,1.0_-127.0,110.00,Directed
1.0_-126.0,1.0_-125.0,110.00,Directed
1.0_-126.0,2.0_-127.0,155.56,Directed
1.0_-126.0,2.0_-126.0,110.00,Directed
25.0_-61.0,24.0_-61.0,110.00,Directed
25.0_-61.0,24.0_-60.0,155.56,Directed
25.0_-61.0,25.0_-60.0,110.00,Directed
25.0_-61.0,26.0_-62.0,155.56,Directed
25.0_-61.0,26.0_-61.0,110.00,Directed
25.0_-61.0,26.0_-60.0,155.56,Directed
30.0_-77.0,29.0_-78.0,155.56,Directed
30.0_-77.0,29.0_-77.0,110.00,Directed
30.0_-77.0,29.0_-76.0,155.56,Directed
30.0_-77.0,30.0_-78.0,110.00,Directed
30.0_-77.0,30.0_-76.0,110.00,Directed
30.0_-77.0,31.0_-78.0,155.56,Directed
30.0_-77.0,31.0_-76.0,155.56,Directed
2.0_-160.0,1.0_-161.0,155.56,Directed
2.0_-160.0,1.0_-160.0,110.00,Directed
2.0_-160.0,1.0_-159.0,155.56,Directed
2.0_-160.0,2.0_-161.0,110.00,Directed
2.0_-160.0,2.0_-159.0,110.00,Directed
2.0_-160.0,3.0_-161.0,155.56,Directed
2.0_-160.0,3.0_-160.0,110.00,Directed
40.0_-137.0,39.0_-138.0,155.56,Directed
40.0_-137.0,39.0_-137.0,110.00,Directed
40.0_-137.0,39.0_-136.0,155.56,Directed
40.0_-137.0,40.0_-136.0,110.00,Directed
40.0_-137.0,41.0_-138.0,155.56,Directed
20.0_-128.0,19.0_-128.0,110.00,Directed
-25.0_-126.0,-25.0_-127.0,110.00,Directed
-25.0_-126.0,-25.0_-125.0,110.00,Directed
40.0_145.0,39.0_146.0,155.56,Directed
40.0_145.0,40.0_144.0,110.00,Directed
40.0_145.0,40.0_146.0,110.00,Directed
40.0_145.0,41.0_144.0,155.56,Directed
